x	y	cluster	P31_obj_set_id_label	P31_obj_set	colors	label_gold1
-14.532553	0.7531706	303	(Q28843623) dwór complex	Q28843623	#ff5d00	architecture
15.274497	2.3823512	210	(Q1021106) town house	Q1021106	#adff49	architecture
-110.07638	-1.8158728	112	(Q517820) carriage house	Q517820	#00b0ff	architecture
6.9751153	1.1340182	132	(Q17489143) building with cornice	Q17489143	#02e8f4	architecture
7.947326	6.303244	132	(Q488654) rearhouse	Q488654	#02e8f4	architecture
-15.994429	-22.164965	322	(Q58034280) outbuilding	Q58034280	#ff2d00	architecture
-26.640009	43.1746	9	(Q1362233) Upper Lusatian house	Q1362233	#00009b	architecture
-85.68716	32.620296	341	(Q41386943) Hoftor	Q41386943	#e40000	architecture
11.062309	146.64522	168	(Q11424) film	Q11424	#50ffa7	arts, literature
43.941525	-4.3021045	201	(Q3305213) painting	Q3305213	#9aff5d	arts, literature
-64.91695	64.740036	229	(Q860861) sculpture	Q860861	#d7ff1f	arts, literature
-64.846855	65.208275	229	(Q838948) work of art, (Q860861) sculpture	Q838948, Q860861	#d7ff1f	arts, literature
-102.32008	-113.43047	69	(Q24354) theater	Q24354	#003cff	arts, literature
-67.27196	65.05501	229	(Q179700) statue	Q179700	#d7ff1f	arts, literature
36.570004	-8.071674	1	(Q838948) work of art	Q838948	#000080	arts, literature
44.12271	-4.0511675	201	(Q18761202) watercolor painting	Q18761202	#9aff5d	arts, literature
-81.280945	-2.5041397	214	(Q18219090) woodcut print	Q18219090	#b7ff40	arts, literature
-63.201103	63.926605	229	(Q245117) relief sculpture	Q245117	#d7ff1f	arts, literature
-86.46444	37.06958	74	(Q3152824) cultural institution	Q3152824	#0048ff	arts, literature
-103.54729	-113.33429	69	(Q11812394) theatre company	Q11812394	#003cff	arts, literature
-104.04275	-111.600235	69	(Q742421) theatrical troupe	Q742421	#003cff	arts, literature
36.139103	-5.668666	1	(Q17537576) creative work	Q17537576	#000080	arts, literature
57.292656	3.6843948	99	(Q125191) photograph	Q125191	#008cff	arts, literature
-103.806946	-112.468155	69	(Q2416217) theatre troupe	Q2416217	#003cff	arts, literature
-57.41873	62.133408	80	(Q11060274) print	Q11060274	#0058ff	arts, literature
17.314276	136.55484	366	(Q24354) theater, (Q41253) movie theater	Q24354, Q41253	#960000	arts, literature
45.83179	-4.9687953	201	(Q93184) drawing	Q93184	#9aff5d	arts, literature
-65.492035	63.191105	229	(Q2293362) sculptural group	Q2293362	#d7ff1f	arts, literature
-88.4677	39.15797	74	(Q1329623) cultural center	Q1329623	#0048ff	arts, literature
37.61737	-7.6721315	1	(Q4502142) visual artwork	Q4502142	#000080	arts, literature
-64.62594	66.376434	229	(Q20437094) installation	Q20437094	#d7ff1f	arts, literature
-55.953503	63.1261	80	(Q15123870) lithograph	Q15123870	#0058ff	arts, literature
36.013847	-9.063141	364	(Q667276) art exhibition	Q667276	#9b0000	arts, literature
-59.359993	63.052288	80	(Q11835431) engraving	Q11835431	#0058ff	arts, literature
37.832767	-14.024489	323	(Q29023906) temporary exhibition	Q29023906	#ff2900	arts, literature
42.63535	-4.5275006	201	(Q860792) picture frame	Q860792	#9aff5d	arts, literature
-77.57523	65.77709	221	(Q42195) petroglyph	Q42195	#c7ff30	arts, literature
57.97648	2.9049706	99	(Q125191) photograph, (Q192425) postcard	Q125191, Q192425	#008cff	arts, literature
-57.285515	62.50271	80	(Q11060274) print, (Q18218093) etching print	Q11060274, Q18218093	#0058ff	arts, literature
57.114506	3.3700786	99	(Q125191) photograph, (Q861181) illustration	Q125191, Q861181	#008cff	arts, literature
-103.76987	-114.84012	69	(Q76504821) scenography sketch	Q76504821	#003cff	arts, literature
19.333303	-55.674088	294	(Q11448906) science award	Q11448906	#ff7300	awards
155.99434	-3.397344	60	(Q193622) order	Q193622	#0024ff	awards
157.60481	-2.4321847	60	(Q618779) award	Q618779	#0024ff	awards
155.80673	-5.145385	60	(Q38033430) class of award	Q38033430	#0024ff	awards
155.53593	-3.0446298	60	(Q60754876) grade of an order	Q60754876	#0024ff	awards
157.0093	-5.4617457	60	(Q4504495) award ceremony	Q4504495	#0024ff	awards
155.09033	-5.9910426	60	(Q131647) medal	Q131647	#0024ff	awards
72.49407	-133.02318	158	(Q2732840) Gram panchayat	Q2732840	#3cffba	bank
60.614796	-121.19756	293	(Q65954115) State Bank of India branch	Q65954115	#ff7700	bank
63.109325	-129.10822	17	(Q73717181) Industrial Development Bank of India branch	Q73717181	#0000b2	bank
60.61475	-121.12426	293	(Q66576265) Bank of India branch	Q66576265	#ff7700	bank
67.768745	-127.40686	17	(Q71574305) United Bank of India branch	Q71574305	#0000b2	bank
62.893894	-115.30343	220	(Q66538936) Vijaya Bank branch	Q66538936	#c4ff33	bank
13.073019	-16.084436	367	(Q66877717) UCO Bank branch	Q66877717	#920000	bank
11.537726	-11.6846695	39	(Q65954138) Axis Bank branch	Q65954138	#0000f6	bank
18.776636	-19.379879	160	(Q66496996) Andhra Bank branch	Q66496996	#40ffb7	bank
14.366867	-20.269075	160	(Q65954144) Canara Bank branch	Q65954144	#40ffb7	bank
67.94031	-127.40066	17	(Q71713967) Union Bank of India branch	Q71713967	#0000b2	bank
11.395714	-16.68443	367	(Q65954142) Bank of Baroda branch	Q65954142	#920000	bank
17.406258	-19.845932	160	(Q66619497) HDFC Bank branch	Q66619497	#40ffb7	bank
12.559261	-16.27291	367	(Q66768699) Corporation Bank branch	Q66768699	#920000	bank
17.22163	-18.96054	160	(Q66771621) Dena Bank branch	Q66771621	#40ffb7	bank
11.299896	-10.1974125	39	(Q69529214) Allahabad Bank branch	Q69529214	#0000f6	bank
61.683846	-131.87611	298	(Q70081950) Bank of Maharashtra branch	Q70081950	#ff6c00	bank
65.06903	-127.64546	17	(Q72984778) Federal Bank branch	Q72984778	#0000b2	bank
64.50563	-129.47536	17	(Q73580208) Central Bank of India branch	Q73580208	#0000b2	bank
11.495834	-11.364852	39	(Q65954125) Yes Bank branch	Q65954125	#0000f6	bank
66.25865	-129.78096	17	(Q73839412) Indian Overseas Bank branch	Q73839412	#0000b2	bank
64.62039	-131.11113	17	(Q73865589) Syndicate Bank branch	Q73865589	#0000b2	bank
62.305126	-126.070175	17	(Q73887153) Oriental Bank of Commerce branch	Q73887153	#0000b2	bank
64.7681	-129.40845	17	(Q73986959) Indian Bank branch	Q73986959	#0000b2	bank
14.952888	-20.152573	160	(Q65954135) ICICI Bank branch	Q65954135	#40ffb7	bank
13.240965	-20.850155	160	(Q74539826) Kotak Mahindra Bank branch	Q74539826	#40ffb7	bank
62.90915	-115.26254	220	(Q75543355) Jammu & Kashmir Bank branch	Q75543355	#c4ff33	bank
60.644375	-132.72221	298	(Q75804428) Pragathi Krishna Gramin Bank branch	Q75804428	#ff6c00	bank
-151.57724	2.3498037	136	(Q16521) taxon	Q16521	#0cf4eb	biology
-29.587423	68.51584	314	(Q2996394) biological process	Q2996394	#ff4300	biology
-152.79643	2.5912056	136	(Q310890) monotypic taxon	Q310890	#0cf4eb	biology
5.510096	-37.691685	46	(Q23038290) fossil taxon	Q23038290	#0000ff	biology
37.21557	93.51422	95	(Q67015883) group or class of enzymes	Q67015883	#0084ff	biology
-151.36484	2.3082457	136	(Q1040689) synonym, (Q16521) taxon	Q1040689, Q16521	#0cf4eb	biology
-10.653001	2.3412273	78	(Q5058355) cellular component	Q5058355	#0054ff	biology
108.39444	-52.845516	130	(Q12136) disease	Q12136	#00e0fb	biology
-24.993555	63.359306	135	(Q189118) cell type	Q189118	#09f0ee	biology
107.16582	-52.466805	130	(Q929833) rare disease	Q929833	#00e0fb	biology
-105.22692	-36.390347	328	(Q958314) grape variety	Q958314	#ff1e00	biology
39.60936	107.562126	2	(Q8054) protein	Q8054	#000084	biology
38.47661	91.78082	95	(Q417841) protein family	Q417841	#0084ff	biology
37.43642	107.5519	2	(Q37748) chromosome	Q37748	#000084	biology
107.90386	-52.484497	130	(Q12136) disease, (Q929833) rare disease	Q12136, Q929833	#00e0fb	biology
143.03659	38.08208	77	(Q4886) cultivar	Q4886	#0050ff	biology
20.918089	-63.967884	102	(Q483242) laboratory	Q483242	#0094ff	biology
110.0531	-45.11298	261	(Q7187) gene	Q7187	#ffc800	biology
37.718	92.82649	95	(Q417841) protein family, (Q67015883) group or class of enzymes	Q417841, Q67015883	#0084ff	biology
109.05444	-53.748127	130	(Q3241045) disease outbreak	Q3241045	#00e0fb	biology
-42.45604	149.75946	52	(Q726) horse	Q726	#000cff	biology
-0.18442294	-161.93562	49	(Q30612) clinical trial	Q30612	#0004ff	biology
109.7183	-48.674904	261	(Q55788864) developmental defect during embryogenesis	Q55788864	#ffc800	biology
34.460037	96.22307	372	(Q81505329) protein family associated with domain	Q81505329	#840000	biology
34.51215	96.16821	372	(Q67015883) group or class of enzymes, (Q81505329) protein family associated with domain	Q67015883, Q81505329	#840000	biology
57.691093	96.92953	207	(Q811534) remarkable tree	Q811534	#a7ff50	biology
37.48005	113.37581	371	(Q420927) protein complex	Q420927	#890000	biology
145.3901	39.415443	77	(Q26817508) rose cultivar	Q26817508	#0050ff	biology
52.886375	96.74719	330	(Q15731356) apple cultivar	Q15731356	#ff1a00	biology
37.568264	113.12423	371	(Q898273) protein domain	Q898273	#890000	biology
38.692875	91.49312	95	(Q7251477) protein superfamily	Q7251477	#0084ff	biology
110.814835	-46.304623	261	(Q277338) pseudogene, (Q7187) gene	Q277338, Q7187	#ffc800	biology
-33.912083	73.41628	31	(Q2996394) biological process, (Q93740491) entity obsoleted in Gene Ontology	Q2996394, Q93740491	#0000df	biology
112.145454	-46.04021	261	(Q427087) non-coding RNA, (Q7187) gene	Q427087, Q7187	#ffc800	biology
40.974777	108.08485	2	(Q66826848) protein obsoleted in UniProtKB, SwissProt, TrEMBL, (Q8054) protein	Q66826848, Q8054	#000084	biology
-145.05173	71.749756	51	(Q21014462) cell line,  -	Q21014462	#0008ff	biology
-144.04616	71.22808	51	(Q21014462) cell line,  -	Q21014462	#0008ff	biology
-143.46101	70.32397	51	(Q21014462) cell line,  -	Q21014462	#0008ff	biology
-144.40033	68.49245	51	- , (Q21014462) cell line	Q21014462	#0008ff	biology
-143.89836	72.3206	51	(Q21014462) cell line,  -	Q21014462	#0008ff	biology
-144.85909	70.516	51	(Q21014462) cell line,  -	Q21014462	#0008ff	biology
-142.93231	71.4609	51	(Q21014462) cell line,  -	Q21014462	#0008ff	biology
58.636017	97.58453	207	(Q165145) Quercus robur,  - , (Q811534) remarkable tree	Q165145, Q811534	#a7ff50	biology
110.71489	-46.520775	261	(Q277338) pseudogene	Q277338	#ffc800	biology
-20.993898	-4.653194	18	(Q49695242) restriction enzyme type	Q49695242	#0000b6	biology
-22.584549	60.470863	135	(Q201448) transfer RNA, (Q7187) gene	Q201448, Q7187	#09f0ee	biology
-23.414648	61.42342	135	(Q284416) small nucleolar RNA, (Q7187) gene	Q284416, Q7187	#09f0ee	biology
-22.646975	60.33947	135	(Q284578) small nuclear RNA, (Q7187) gene	Q284578, Q7187	#09f0ee	biology
39.088562	107.80592	2	(Q20747295) protein-coding gene, (Q8054) protein	Q20747295, Q8054	#000084	biology
38.51028	108.821915	2	(Q20747295) protein-coding gene	Q20747295	#000084	biology
-21.852728	58.438602	339	(Q310899) microRNA	Q310899	#e80000	biology
39.86393	106.18892	2	(Q11053) RNA, (Q8054) protein	Q11053, Q8054	#000084	biology
-29.5106	68.43087	314	(Q4915012) biological pathway	Q4915012	#ff4300	biology
57.891426	97.063515	207	(Q158746) Tilia cordata,  - , (Q811534) remarkable tree	Q158746, Q811534	#a7ff50	biology
-21.482075	11.096861	119	(Q23838648) mature microRNA	Q23838648	#00c4ff	biology
46.74221	-80.02493	8	(Q11173) chemical compound	Q11173	#000096	chemistry
47.771973	-75.68338	8	(Q47154513) structural class of chemical compounds	Q47154513	#000096	chemistry
46.55154	-80.58061	8	(Q11173) chemical compound, (Q12140) medication	Q11173, Q12140	#000096	chemistry
102.532845	-23.592146	55	(Q59199015) group of stereoisomers	Q59199015	#0014ff	chemistry
47.095196	-78.69496	8	(Q43460564) chemical entity	Q43460564	#000096	chemistry
48.565575	-87.300255	247	(Q28885102) pharmaceutical product	Q28885102	#ffea00	chemistry
35.868263	116.75614	371	(Q428069) intermetallic	Q428069	#890000	chemistry
45.197533	-43.601307	302	(Q47461827) defined set	Q47461827	#ff6000	chemistry
48.45708	-86.84619	247	(Q169336) mixture, (Q28885102) pharmaceutical product	Q169336, Q28885102	#ffea00	chemistry
-24.353334	62.557915	135	(Q14860489) molecular function	Q14860489	#09f0ee	chemistry
45.323284	-43.698868	302	(Q47461807) candidate set	Q47461807	#ff6000	chemistry
-136.54028	34.956963	15	(Q3918) university	Q3918	#0000ad	education
-126.32472	28.535755	124	(Q2385804) educational institution	Q2385804	#00d0ff	education
-66.135635	-121.50124	184	(Q9842) primary school	Q9842	#73ff83	education
-75.96547	-91.956696	187	(Q9826) high school	Q9826	#7dff7a	education
-125.555466	26.582613	124	(Q3914) school	Q3914	#00d0ff	education
-76.565094	-91.94339	187	(Q159334) secondary school	Q159334	#7dff7a	education
-139.80878	31.712078	315	(Q189004) college	Q189004	#ff3f00	education
-69.739006	-96.64247	332	(Q2418495) independent school	Q2418495	#ff1300	education
-70.622955	-95.79858	332	(Q1080794) state school, (Q9826) high school	Q1080794, Q9826	#ff1300	education
-70.913155	-95.50793	332	(Q159334) secondary school, (Q4671329) academy school	Q159334, Q4671329	#ff1300	education
-127.792015	46.080566	253	(Q1663017) engineering school	Q1663017	#ffdb00	education
-140.30641	31.197943	315	(Q38723) higher education institution	Q38723	#ff3f00	education
-2.6038914	-162.03532	49	(Q494230) medical school	Q494230	#0004ff	education
19.573805	18.389986	141	(Q1143635) business school	Q1143635	#16ffe1	education
-64.41785	-121.135025	184	(Q149566) middle school	Q149566	#73ff83	education
-138.5767	33.345432	15	(Q209465) campus	Q209465	#0000ad	education
-124.774	24.771648	124	(Q398141) school district	Q398141	#00d0ff	education
-67.77963	-121.88274	184	(Q1076052) preschool	Q1076052	#73ff83	education
-78.08065	-92.43173	187	(Q64062731) higher secondary school	Q64062731	#7dff7a	education
-66.19675	-124.112076	184	(Q126807) kindergarten	Q126807	#73ff83	education
-140.88095	30.612186	315	(Q322563) vocational school	Q322563	#ff3f00	education
-66.1482	-122.9492	184	(Q126807) kindergarten, (Q9842) primary school	Q126807, Q9842	#73ff83	education
-67.66407	-111.71731	19	(Q4671329) academy school, (Q9842) primary school	Q4671329, Q9842	#0000bb	education
-67.47469	-112.81818	19	(Q5155053) community school, (Q9842) primary school	Q5155053, Q9842	#0000bb	education
-71.29228	-81.485245	48	(Q13132631) Welsh-medium school	Q13132631	#0000ff	education
-67.253944	-114.05204	19	(Q7940971) voluntary aided school, (Q9842) primary school	Q7940971, Q9842	#0000bb	education
-78.15914	-99.181114	137	(Q64063386) upper primary school	Q64063386	#0cf4eb	education
-67.32726	-113.65297	19	(Q7940973) voluntary controlled school, (Q9842) primary school	Q7940973, Q9842	#0000bb	education
-136.22978	24.956636	295	(Q1076099) school library	Q1076099	#ff7300	education
-112.19648	-86.43648	29	(Q64063317) lower primary school	Q64063317	#0000d6	education
-113.23427	-86.768425	29	(Q1080794) state school, (Q64063317) lower primary school	Q1080794, Q64063317	#0000d6	education
-44.986973	-91.36535	44	(Q67015947) Government Boys' High School	Q67015947	#0000ff	education
-7.3954606	37.09341	186	(Q15632617) fictional human, (Q15773317) television character	Q15632617, Q15773317	#7aff7d	fictional work
-7.63087	33.5252	186	(Q15632617) fictional human	Q15632617	#7aff7d	fictional work
-26.674248	-17.939487	374	(Q22988604) mythological Greek character	Q22988604	#800000	fictional work
96.148285	-98.185745	195	(Q1114461) comics character	Q1114461	#8dff6a	fictional work
97.47245	-98.43535	195	(Q838795) comic strip	Q838795	#8dff6a	fictional work
-7.487345	35.007374	186	(Q95074) fictional character	Q95074	#7aff7d	fictional work
-6.001708	31.762203	186	(Q3658341) literary character	Q3658341	#7aff7d	fictional work
-7.1900544	33.1421	186	(Q15632617) fictional human, (Q3658341) literary character	Q15632617, Q3658341	#7aff7d	fictional work
-14.997393	39.756527	236	(Q15632617) fictional human, (Q3375722) theatrical character	Q15632617, Q3375722	#e7ff0f	fictional work
-7.4245152	36.33191	186	(Q15632617) fictional human, (Q15773347) film character	Q15632617, Q15773347	#7aff7d	fictional work
98.33396	-98.93025	195	(Q2831984) comic book album	Q2831984	#8dff6a	fictional work
-15.635244	40.166096	236	(Q15632617) fictional human, (Q63975020) musical theatre character	Q15632617, Q63975020	#e7ff0f	fictional work
-15.971935	40.384296	236	(Q15632617) fictional human, (Q50386450) operatic character	Q15632617, Q50386450	#e7ff0f	fictional work
-97.43533	-6.7393475	6	(Q858157) German folk tale	Q858157	#000092	fictional work
78.26842	-87.35656	205	(Q53460949) manga chapter	Q53460949	#a4ff53	fictional work
46.128635	-81.50811	8	(Q2095) food	Q2095	#000096	food
-105.43959	-36.187298	328	(Q282) wine	Q282	#ff1e00	food
72.878006	-100.979904	104	(Q7058673) video game series	Q7058673	#009cff	games
74.209785	-100.78565	104	(Q7889) video game	Q7889	#009cff	games
46.86865	125.02231	312	(Q131436) board game	Q131436	#ff4700	games
73.20147	-100.9387	104	(Q210167) video game developer	Q210167	#009cff	games
18.362993	-101.059105	209	(Q151885) concept	Q151885	#adff49	general
-132.06003	-72.45674	106	(Q180684) conflict	Q180684	#00a0ff	general
47.809414	-75.5259	8	(Q10929058) model	Q10929058	#000096	general
-3.4499035	6.063497	260	(Q16887380) group	Q16887380	#ffcc00	general
-3.6288297	56.850082	271	(Q48204) voluntary association	Q48204	#ffae00	general
20.240126	-67.02957	102	(Q170584) project	Q170584	#0094ff	general
39.562885	4.565327	183	(Q101072) definition	Q101072	#73ff83	general
-46.336765	18.82471	216	(Q1302471) unit of volume	Q1302471	#baff3c	general
39.535835	4.3356953	183	(Q82799) name	Q82799	#73ff83	general
-17.939545	-5.993203	336	(Q71798532) blue object	Q71798532	#f60b00	general
93.64675	6.76019	264	(Q67035425) ASTM standard	Q67035425	#ffc100	general
-24.795633	-4.853705	18	(Q96323920) nan	Q96323920	#0000b6	general
-23.857462	-6.0386834	18	(Q96323943) nan	Q96323943	#0000b6	general
-41.031773	29.24021	88	(Q253623) patent	Q253623	#0070ff	general
-71.54566	17.01403	281	(Q4022) river	Q4022	#ff9400	geography
-80.35446	-17.689747	334	(Q23442) island	Q23442	#fa0f00	geography
74.47524	-38.66596	292	(Q46169) national park	Q46169	#ff7a00	geography
96.60176	16.082714	27	(Q82794) geographic region	Q82794	#0000d1	geography
-80.55617	-19.522764	334	(Q34763) peninsula	Q34763	#fa0f00	geography
11.808331	110.3181	111	(Q12089225) mineral species	Q12089225	#00acff	geography
-71.238686	0.1065387	82	(Q12284) canal	Q12284	#0060ff	geography
-71.67733	14.709857	281	(Q37901) strait	Q37901	#ff9400	geography
-45.833286	82.28459	288	(Q46831) mountain range	Q46831	#ff8200	geography
-80.89141	-17.630905	334	(Q1402592) island group	Q1402592	#fa0f00	geography
-33.341698	85.20675	223	(Q39594) bay	Q39594	#caff2c	geography
-48.855022	81.93955	97	(Q8502) mountain	Q8502	#0088ff	geography
-13.635602	77.19507	226	(Q34442) road	Q34442	#d1ff26	geography
-42.92298	57.50586	131	(Q8514) desert	Q8514	#00e4f8	geography
-70.17772	85.85338	204	(Q160091) plain	Q160091	#a0ff56	geography
-31.987568	96.70829	87	(Q23397) lake	Q23397	#006cff	geography
-44.548576	64.87514	280	(Q271669) landform	Q271669	#ff9800	geography
-49.825092	80.45277	97	(Q54050) hill	Q54050	#0088ff	geography
65.18633	-25.247221	353	(Q839954) archaeological site	Q839954	#bf0000	geography
-12.905864	111.63382	196	(Q131681) reservoir	Q131681	#90ff66	geography
-70.21212	85.52956	204	(Q75520) plateau	Q75520	#a0ff56	geography
-65.76805	16.707613	28	(Q39816) valley	Q39816	#0000d6	geography
71.56159	-40.215504	292	(Q22698) park	Q22698	#ff7a00	geography
88.45239	46.236546	64	(Q7944) earthquake	Q7944	#002cff	geography
73.32214	-40.654804	292	(Q179049) nature reserve	Q179049	#ff7a00	geography
-46.372993	83.34576	288	(Q8072) volcano	Q8072	#ff8200	geography
-83.942894	33.87387	341	(Q14659) coat of arms	Q14659	#e40000	geography
55.00512	95.156235	330	(Q4421) forest	Q4421	#ff1a00	geography
-71.26475	15.887195	281	(Q355304) watercourse, (Q4022) river	Q355304, Q4022	#ff9400	geography
-83.46952	17.234983	149	(Q34038) waterfall	Q34038	#26ffd1	geography
-44.642708	82.884445	288	(Q133056) mountain pass	Q133056	#ff8200	geography
-68.456154	14.01908	281	(Q63565252) brook	Q63565252	#ff9400	geography
-30.13377	95.84114	87	(Q3253281) pond	Q3253281	#006cff	geography
-33.40404	84.91565	223	(Q40080) beach	Q40080	#caff2c	geography
75.11936	-42.430027	71	(Q473972) protected area	Q473972	#0040ff	geography
-16.553028	100.763054	10	(Q35666) glacier	Q35666	#00009b	geography
-9.730081	-88.3907	193	(Q74817647) aspect in a geographic region	Q74817647	#8aff6d	geography
15.612313	108.83306	111	(Q959309) coal mine	Q959309	#00acff	geography
-49.03407	81.27388	97	(Q54050) hill, (Q8502) mountain	Q54050, Q8502	#0088ff	geography
-26.28051	78.03067	306	(Q150784) canyon	Q150784	#ff5500	geography
-74.75693	59.84043	221	(Q631305) rock formation	Q631305	#c7ff30	geography
-3.0564277	74.11128	133	(Q82117) city gate	Q82117	#06ecf1	geography
11.013167	68.82587	147	(Q7543083) avenue	Q7543083	#23ffd4	geography
53.580505	96.24579	330	(Q207934) allée	Q207934	#ff1a00	geography
12.505091	109.32209	111	(Q820477) mine	Q820477	#00acff	geography
-46.000294	65.41887	280	(Q618123) geographical feature	Q618123	#ff9800	geography
-85.86897	17.611397	149	(Q185113) cape	Q185113	#26ffd1	geography
2.6317089	96.76229	171	(Q35509) cave	Q35509	#5aff9d	geography
-15.4876795	113.056496	196	(Q187223) lagoon	Q187223	#90ff66	geography
-72.81567	12.288713	218	(Q355304) watercourse	Q355304	#c1ff36	geography
-79.37527	-17.514185	334	(Q207524) islet	Q207524	#fa0f00	geography
-17.57287	101.13609	10	(Q130003) ski resort	Q130003	#00009b	geography
-70.04021	17.046125	281	(Q55659167) natural watercourse	Q55659167	#ff9400	geography
-73.93417	12.490657	218	(Q124714) spring	Q124714	#c1ff36	geography
-36.960266	29.854343	88	(Q15642541) human-geographic territorial entity	Q15642541	#0070ff	geography
-12.546319	109.884705	196	(Q12323) dam	Q12323	#90ff66	geography
-36.31303	75.335365	31	(Q24529780) point	Q24529780	#0000df	geography
-48.02156	80.35429	97	(Q740445) ridge	Q740445	#0088ff	geography
-26.296177	78.02205	306	(Q55462851) gorge	Q55462851	#ff5500	geography
-69.26005	14.678335	281	(Q47521) stream	Q47521	#ff9400	geography
-34.193752	81.54932	223	(Q28337) shoal	Q28337	#caff2c	geography
-34.31491	100.98395	180	(Q184358) reef	Q184358	#6dff8a	geography
-44.941193	65.39763	280	(Q2221906) geographic location	Q2221906	#ff9800	geography
76.695915	-43.52817	71	(Q1191622) Special Area of Conservation	Q1191622	#0040ff	geography
-36.053974	106.22383	180	(Q166735) swamp	Q166735	#6dff8a	geography
-43.785282	68.44585	280	(Q47089) fault	Q47089	#ff9800	geography
-50.13462	83.110596	97	(Q207326) summit	Q207326	#0088ff	geography
-0.42632857	-77.65956	4	(Q427287) wat	Q427287	#000089	geography
-95.070595	-9.114332	6	(Q759421) nature reserve	Q759421	#000092	geography
-64.29498	18.18795	28	(Q187971) wadi	Q187971	#0000d6	geography
-73.86801	59.93758	221	(Q1404150) rock	Q1404150	#c7ff30	geography
-35.95754	106.1595	180	(Q170321) wetland	Q170321	#6dff8a	geography
-12.507425	107.67422	196	(Q1210950) channel	Q1210950	#90ff66	geography
-36.806152	76.74058	31	(Q1400565) spur	Q1400565	#0000df	geography
-81.731804	82.21207	142	(Q190429) depression	Q190429	#19ffde	geography
-36.92329	75.62951	31	(Q1245089) promontory	Q1245089	#0000df	geography
1.6527227	101.99622	225	(Q43483) well	Q43483	#d1ff26	geography
-79.15972	62.37788	221	(Q164240) megalith	Q164240	#c7ff30	geography
55.092785	93.06392	330	(Q188913) plantation	Q188913	#ff1a00	geography
-44.392925	67.086685	280	(Q736917) formation	Q736917	#ff9800	geography
-89.25494	55.477013	145	(Q34023) tumulus	Q34023	#1fffd7	geography
-86.16299	17.655802	149	(Q491713) sound	Q491713	#26ffd1	geography
-2.4484851	73.871704	133	(Q53060) gate	Q53060	#06ecf1	geography
-13.484777	106.55782	196	(Q2042028) ravine	Q2042028	#90ff66	geography
-44.876854	80.93139	288	(Q182676) mountain hut	Q182676	#ff8200	geography
-33.043858	86.770966	223	(Q5926864) group of lakes	Q5926864	#caff2c	geography
12.952962	66.75425	147	(Q2143825) hiking trail	Q2143825	#23ffd4	geography
-38.785652	75.18935	31	(Q55075651) upland	Q55075651	#0000df	geography
-83.97444	17.31443	149	(Q15324) body of water	Q15324	#26ffd1	geography
-40.011852	28.892485	88	(Q811430) human-made geographic feature	Q811430	#0070ff	geography
1.6769649	103.10615	225	(Q211748) oil field	Q211748	#d1ff26	geography
-15.698079	102.22556	10	(Q45776) fjord	Q45776	#00009b	geography
-73.13478	16.633705	281	(Q1233637) river mouth	Q1233637	#ff9400	geography
-30.577074	2.8353374	238	(Q10313934) intermittent lake	Q10313934	#ebff0c	geography
-46.471344	43.707302	81	(Q744099) hillfort	Q744099	#005cff	geography
55.07683	94.08916	330	(Q12292478) estate	Q12292478	#ff1a00	geography
-32.10232	96.70723	87	(Q23397) lake,  -	Q23397	#006cff	geography
-18.109715	139.32065	162	(Q11446) ship, (Q852190) shipwreck	Q11446, Q852190	#43ffb4	geography
-35.115463	103.6182	180	(Q1681353) bog	Q1681353	#6dff8a	geography
73.23124	-40.669655	292	(Q1286517) natural landscape	Q1286517	#ff7a00	geography
-50.90152	83.834724	97	(Q107679) cliff	Q107679	#0088ff	geography
-36.690838	103.18756	180	(Q30198) marsh	Q30198	#6dff8a	geography
-29.7321	2.0347817	238	(Q55463449) intermittent wetland	Q55463449	#ebff0c	geography
-81.75397	82.28451	142	(Q813672) basin	Q813672	#19ffde	geography
11.992317	67.21811	147	(Q628179) trail	Q628179	#23ffd4	geography
-42.932713	58.645786	131	(Q34379419) sand area	Q34379419	#00e4f8	geography
-95.55201	-8.608025	6	(Q21503788) Landschaftsschutzgebiet	Q21503788	#000092	geography
-65.63783	18.041277	28	(Q55659107) intermittent natural watercourse	Q55659107	#0000d6	geography
-75.25386	58.87608	221	(Q193475) menhir	Q193475	#c7ff30	geography
77.20313	-42.350082	71	(Q422211) Site of Special Scientific Interest	Q422211	#0040ff	geography
-11.714547	80.08471	226	(Q10145) milestone	Q10145	#d1ff26	geography
-66.043106	18.973923	28	(Q591942) distributary	Q591942	#0000d6	geography
-69.557594	18.226404	281	(Q17018380) bight	Q17018380	#ff9400	geography
89.106415	-72.571236	190	(Q2006279) provincial park of Canada	Q2006279	#83ff73	geography
-73.14826	19.001442	281	(Q695793) rapids	Q695793	#ff9400	geography
75.56395	-50.95702	355	(Q9309832) nature reserve in Poland	Q9309832	#bb0000	geography
-14.810737	112.68463	196	(Q105190) levee	Q105190	#90ff66	geography
-42.926758	59.221504	131	(Q25391) dune	Q25391	#00e4f8	geography
52.988518	87.55464	107	(Q131596) farm	Q131596	#00a4ff	geography
-35.459152	103.15311	180	(Q3240227) moor	Q3240227	#6dff8a	geography
-45.292347	6.797947	125	(Q1640496) conciliation cross	Q1640496	#00d4ff	geography
-12.318976	79.14493	226	(Q921099) boundary marker	Q921099	#d1ff26	geography
-12.592942	78.75377	226	(Q1307347) boundary	Q1307347	#d1ff26	geography
